Date,Adj Close,Close,High,Low,Open,Volume,MA5,MA10,MA20,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_lower,BB_mid,BB_pct,lag_1,lag_2,lag_3,lag_4,lag_5,Volume_MA5,Volume_MA20,OBV,GDP_Lag35,CPI_Lag35,FED_RATE_Lag35,UNRATE_Lag35,sentiment_pos,sentiment_neg,sentiment_compound
2020-01-16,9125.0,9125.0,9126.0703125,9066.3095703125,9088.080078125,2312110000,9046.2759765625,8962.225,9033.13349609375,80.89436449689757,49.28739406869681,23.90534360816146,25.382050460535353,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.0002490751032786509,-0.004104498260508405,0.011599745976813569,-0.002557417232377457,0.008668823737022047,2445642000.0,2499933500.0,5211860000.0,21933.217,258.63,1.55,3.6,0.0317777777777777,0.0,0.0377777777777777
2020-01-17,9173.73046875,9173.73046875,9176.4697265625,9118.98046875,9159.48046875,2542540000,9087.694140625,9000.2080078125,9033.13349609375,80.89436449689757,60.98567494405506,31.321409875340184,29.66426506871488,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.009886381297388391,0.0002490751032786509,-0.004104498260508405,0.011599745976813569,-0.002557417232377457,2477570000.0,2499933500.0,7754400000.0,21933.217,258.63,1.55,3.6,0.0951666666666666,0.0,0.169475
2020-01-21,9166.6298828125,9166.6298828125,9187.419921875,9141.7802734375,9145.6396484375,2686610000,9106.8900390625,9032.01904296875,9033.13349609375,80.89436449689757,68.88957276370638,38.83504245301343,30.054530310692954,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.005340325342465757,0.009886381297388391,0.0002490751032786509,-0.004104498260508405,0.011599745976813569,2507528000.0,2499933500.0,5067790000.0,21933.217,258.63,1.55,3.6,0.08658888888888887,0.08628749999999999,-0.0033363888888888957
2020-01-22,9188.580078125,9188.580078125,9242.48046875,9179.26953125,9212.349609375,2454580000,9137.9220703125,9066.23203125,9033.13349609375,80.89436449689757,76.04803167566934,46.277640297544615,29.77039137812472,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,-0.0007740129232800541,0.005340325342465757,0.009886381297388391,0.0002490751032786509,-0.004104498260508405,2487812000.0,2499933500.0,7522370000.0,21933.217,258.63,1.55,3.6,0.0673999999999999,0.0913,-0.05634
2020-01-23,9216.98046875,9216.98046875,9221.1298828125,9145.23046875,9186.1396484375,2465850000,9174.1841796875,9096.69306640625,9033.13349609375,80.89436449689757,83.05542487107414,53.63319721225052,29.422227658823616,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.0023945763702815093,-0.0007740129232800541,0.005340325342465757,0.009886381297388391,0.0002490751032786509,2492338000.0,2499933500.0,9988220000.0,21933.217,258.63,1.55,3.6,0.0140999999999999,0.1251,-0.12157
2020-01-24,9141.4697265625,9141.4697265625,9272.3701171875,9101.4404296875,9266.349609375,2622970000,9177.478125,9111.87705078125,9033.13349609375,66.77835342230676,81.57539822720537,59.221637415241496,22.353760811963873,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.0030908356224279565,0.0023945763702815093,-0.0007740129232800541,0.005340325342465757,0.009886381297388391,2554510000.0,2499933500.0,7365250000.0,21933.217,258.63,1.55,3.6,0.0127333333333333,0.0352666666666666,-0.03898
2020-01-27,8952.1796875,8952.1796875,9001.4404296875,8910.9697265625,8913.16015625,2593910000,9133.16796875,9110.4310546875,9033.13349609375,45.39400809963159,64.3861389288486,60.25453771796292,4.131601210885677,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,-0.008192568319257854,0.0030908356224279565,0.0023945763702815093,-0.0007740129232800541,0.005340325342465757,2564784000.0,2499933500.0,4771340000.0,21933.217,258.63,1.55,3.6,0.07219841269841266,0.030966666666666632,0.09945
2020-01-28,9090.9296875,9090.9296875,9111.3203125,8994.2802734375,9013.23046875,2169020000,9118.0279296875,9112.458984375,9033.13349609375,56.41229689014503,61.253401428099096,60.45431045999016,0.7990909681089349,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,-0.02070674024248831,-0.008192568319257854,0.0030908356224279565,0.0023945763702815093,-0.0007740129232800541,2461266000.0,2499933500.0,6940360000.0,21933.217,258.63,1.55,3.6,0.0937,0.0189,0.13596
2020-01-29,9101.6103515625,9101.6103515625,9153.080078125,9067.2900390625,9141.51953125,2234620000,9100.633984375,9119.27802734375,9033.13349609375,57.129402848010166,58.95295178516972,60.154038725026076,-1.20108693985636,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.015499018657292751,-0.02070674024248831,-0.008192568319257854,0.0030908356224279565,0.0023945763702815093,2417274000.0,2499933500.0,9174980000.0,21933.217,258.63,1.55,3.6,0.0542999999999999,0.0295,0.05525
2020-01-30,9136.08984375,9136.08984375,9140.6904296875,9019.7197265625,9038.919921875,2345370000,9084.455859375,9129.32001953125,9033.13349609375,59.44877588526827,59.2292774897378,59.969086477968425,-0.739808988230628,9290.7672051447,8775.499787042798,9033.13349609375,0.6998114843657539,0.0011748703850593678,0.015499018657292751,-0.02070674024248831,-0.008192568319257854,0.0030908356224279565,2393178000.0,2499933500.0,11520350000.0,21933.217,258.63,1.55,3.6,0.1725,0.0346999999999999,0.22391
2020-01-31,8991.509765625,8991.509765625,9170.2197265625,8961.58984375,9169.91015625,2696090000,9054.4638671875,9115.97099609375,9039.097998046875,47.776453864509655,47.237340940726426,57.422737370520025,-10.185396429793599,9286.360758871027,8791.835237222722,9039.097998046875,0.4037699161344433,0.0037882848040819983,0.0011748703850593678,0.015499018657292751,-0.02070674024248831,-0.008192568319257854,2407802000.0,2491603000.0,8824260000.0,21933.217,258.63,1.55,3.6,0.0,0.0309333333333333,-0.06976
2020-02-03,9126.23046875,9126.23046875,9148.5,9031.0703125,9033.51953125,2427320000,9089.2740234375,9111.22099609375,9055.714501953125,56.37227682161671,48.0505824585598,55.54830638812798,-7.497723929568181,9276.887300772418,8834.541703133833,9055.714501953125,0.6594137415932625,-0.015825159406013034,0.0037882848040819983,0.0011748703850593678,0.015499018657292751,-0.02070674024248831,2374484000.0,2483643000.0,11251580000.0,21933.217,258.63,1.55,3.6,0.05763333333333329,0.0492555555555555,0.041306666666666665
2020-02-04,9334.0595703125,9334.0595703125,9352.9599609375,9224.8603515625,9256.9404296875,2447340000,9137.9,9127.96396484375,9079.99150390625,65.74052707544416,64.71911217741945,57.38246754598628,7.336644631433167,9311.742935025242,8848.24007278726,9079.99150390625,1.048147783121562,0.014983101463120763,-0.015825159406013034,0.0037882848040819983,0.0011748703850593678,0.015499018657292751,2430148000.0,2465487500.0,13698920000.0,21933.217,258.63,1.55,3.6,0.0449,0.0,0.08632
2020-02-05,9367.48046875,9367.48046875,9442.75,9311.8798828125,9441.33984375,2470240000,9191.0740234375,9145.85400390625,9106.043017578126,66.96885958625349,79.70701639459003,61.847377315707035,17.859639078882992,9344.304785373839,8867.781249782412,9106.043017578126,1.0486349186245272,0.02277272114419504,0.014983101463120763,-0.015825159406013034,0.0037882848040819983,0.0011748703850593678,2477272000.0,2469912500.0,16169160000.0,21751.238,259.127,1.55,3.6,0.0,0.0,0.0
2020-02-06,9445.919921875,9445.919921875,9448.7197265625,9357.8603515625,9395.6904296875,2313860000,9253.0400390625,9168.74794921875,9132.7205078125,69.71350013535333,96.79861263858947,68.83762438028353,27.960988258305946,9397.663214823504,8867.777800801498,9132.7205078125,1.0910700800107171,0.00358053194172836,0.02277272114419504,0.014983101463120763,-0.015825159406013034,0.0037882848040819983,2470970000.0,2461974500.0,18483020000.0,21751.238,259.127,1.55,3.6,0.0908,0.0,0.15334
2020-02-07,9401.099609375,9401.099609375,9453.240234375,9376.91015625,9397.76953125,2243720000,9334.9580078125,9194.7109375,9153.293994140626,66.32235146942524,105.51093675979973,76.17228685618677,29.33864990361296,9434.835457438567,8871.752530842685,9153.293994140626,0.9400872474192802,0.008373591318036278,0.00358053194172836,0.02277272114419504,0.014983101463120763,-0.015825159406013034,2380496000.0,2447112500.0,16239300000.0,21751.238,259.127,1.55,3.6,0.0723076923076923,0.0128461538461538,0.1032846153846153
2020-02-10,9516.83984375,9516.83984375,9517.740234375,9373.2001953125,9373.2001953125,2187520000,9413.0798828125,9251.176953125,9180.80400390625,70.33530384990947,120.36726709824507,85.01128290459843,35.355984193646634,9491.559045748056,8870.048962064446,9180.80400390625,1.0406764084214182,-0.004744938859390979,0.008373591318036278,0.00358053194172836,0.02277272114419504,0.014983101463120763,2332536000.0,2437343500.0,18426820000.0,21751.238,259.127,1.55,3.6,0.09486825396825393,0.04126190476190473,0.07132365079365073
2020-02-11,9517.8603515625,9517.8603515625,9600.0498046875,9493.6298828125,9567.8095703125,2450070000,9449.8400390625,9293.87001953125,9203.164501953124,70.36883031005223,130.71654343279988,94.15233501023873,36.56420842256115,9543.497042631348,8862.8319612749,9203.164501953124,0.9623358215794485,0.012311350712589153,-0.004744938859390979,0.008373591318036278,0.00358053194172836,0.02277272114419504,2333082000.0,2433006000.0,20876890000.0,21751.238,259.127,1.55,3.6,0.1364,0.0,0.20239
2020-02-12,9613.2001953125,9613.2001953125,9615.91015625,9552.0302734375,9569.8203125,2366510000,9498.983984375,9345.02900390625,9232.153515625,73.3941277749629,144.9407612198993,104.31002025217084,40.63074096772844,9608.474604940127,8855.832426309871,9232.153515625,1.0062786680132287,0.00010723179429894536,0.012311350712589153,-0.004744938859390979,0.008373591318036278,0.00358053194172836,2312336000.0,2423673500.0,23243400000.0,21751.238,259.127,1.55,3.6,0.0828,0.0405,0.08036
2020-02-13,9595.7001953125,9595.7001953125,9636.41015625,9532.740234375,9540.669921875,2254870000,9528.9400390625,9390.9900390625,9260.155029296875,71.94217940263597,153.03733343235763,114.0554828882082,38.981850544149424,9657.663615391859,8862.646443201891,9260.155029296875,0.9220602746118384,0.010016940806906183,0.00010723179429894536,0.012311350712589153,-0.004744938859390979,0.008373591318036278,2300538000.0,2414256000.0,20988530000.0,21751.238,259.127,1.55,3.6,0.0883,0.108,0.0125899999999999
2020-02-14,9623.580078125,9623.580078125,9634.75,9583.080078125,9613.8798828125,2226720000,9573.4361328125,9454.1970703125,9285.084033203126,72.86323431654979,159.86082272992644,123.21655085655186,36.64427187337458,9708.589179023522,8861.57888738273,9285.084033203126,0.8996362833633983,-0.0018204135609839467,0.010016940806906183,0.00010723179429894536,0.012311350712589153,-0.004744938859390979,2297138000.0,2409986500.0,23215250000.0,21751.238,259.127,1.55,3.6,0.0176363636363636,0.0597272727272727,-0.0415818181818181
2020-02-18,9629.7998046875,9629.7998046875,9647.7197265625,9567.2802734375,9567.2802734375,2279420000,9596.028125,9504.55400390625,9307.8875,73.07557977735118,163.8812461192756,131.34948990909663,32.53175621017897,9754.623799323324,8861.151200676677,9307.8875,0.8602934272132166,0.0029054558026020416,-0.0018204135609839467,0.010016940806906183,0.00010723179429894536,0.012311350712589153,2315518000.0,2396830500.0,25494670000.0,21751.238,259.127,1.55,3.6,0.04062499999999995,0.05174999999999997,-0.024251875
2020-02-19,9718.73046875,9718.73046875,9736.5703125,9676.0703125,9683.9404296875,2470860000,9636.2021484375,9543.02109375,9335.492529296875,75.97084481316284,172.25774196355997,139.5311403199893,32.72660164357066,9812.670804068235,8858.314254525514,9335.492529296875,0.9015668354104694,0.0006463007022343703,0.0029054558026020416,-0.0018204135609839467,0.010016940806906183,0.00010723179429894536,2319676000.0,2386043000.0,27965530000.0,21751.238,259.127,1.55,3.6,0.1216,0.0129,0.16144
2020-02-20,9627.830078125,9627.830078125,9714.23046875,9513.23046875,9696.66015625,2745730000,9639.128125,9569.0560546875,9357.455029296874,67.92998680065176,169.60615920522287,145.54614409703603,24.060015108186832,9846.450067289334,8868.459991304415,9357.455029296874,0.7764599104503542,0.009234944221707675,0.0006463007022343703,0.0029054558026020416,-0.0018204135609839467,0.010016940806906183,2395520000.0,2400600500.0,25219800000.0,21751.238,259.127,1.55,3.6,0.1007,0.058,0.1178999999999999
2020-02-21,9446.6904296875,9446.6904296875,9594.0,9406.3798828125,9582.5400390625,2750160000,9609.326171875,9569.13310546875,9368.94052734375,55.35648148081789,151.14598811800533,146.6661129012299,4.47987521677544,9854.824035220248,8883.057019467251,9368.94052734375,0.5800087892296941,-0.009353113651755729,0.009234944221707675,0.0006463007022343703,0.0029054558026020416,-0.0018204135609839467,2494578000.0,2414816000.0,22469640000.0,21751.238,259.127,1.55,3.6,0.027,0.0649166666666666,-0.0796416666666666
2020-02-24,9079.6298828125,9079.6298828125,9194.91015625,9028.8701171875,9055.2998046875,3188590000,9500.5361328125,9536.9861328125,9365.84853515625,39.42972191243118,105.67924648280132,138.4687396175442,-32.789493134742884,9858.565961560716,8873.131108751784,9365.84853515625,0.20955091396666298,-0.01881417172588662,-0.009353113651755729,0.009234944221707675,0.0006463007022343703,0.0029054558026020416,2686952000.0,2443097000.0,19281050000.0,21751.238,259.127,1.55,3.6,0.17074074074074072,0.1256481481481481,0.052445185185185206
2020-02-25,8834.8701171875,8834.8701171875,9183.7802734375,8807.1103515625,9167.330078125,3595520000,9341.5501953125,9468.78916015625,9359.983056640625,32.67816913599643,49.32783801239566,120.6405592965145,-71.31272128411884,9875.691620586855,8844.274492694396,9359.983056640625,-0.00911791675024092,-0.03885599402320439,-0.01881417172588662,-0.009353113651755729,0.009234944221707675,0.0006463007022343703,2950172000.0,2493177500.0,15685530000.0,21751.238,259.127,1.55,3.6,0.0722,0.0326,0.09354
2020-02-26,8873.759765625,8873.759765625,9032.8798828125,8813.919921875,8883.009765625,3587950000,9172.5560546875,9404.3791015625,9349.124560546876,34.59451028996435,7.71804164441528,98.05605576609466,-90.33801412167938,9896.83808890335,8801.4110321904,9349.124560546876,0.06604614427883142,-0.026957020141131993,-0.03885599402320439,-0.01881417172588662,-0.009353113651755729,0.009234944221707675,3173590000.0,2564124000.0,19273480000.0,21751.238,259.127,1.55,3.6,0.0262,0.0514,-0.02676
2020-02-27,8436.669921875,8436.669921875,8786.6796875,8430.5302734375,8632.5400390625,4559900000,8934.3240234375,9286.72607421875,9315.8775390625,25.729645863608894,-59.8377469389834,66.47729522507905,-126.31504216406245,9992.425419450068,8639.329658674931,9315.8775390625,-0.1497748664025339,0.004401835898169448,-0.026957020141131993,-0.03885599402320439,-0.01881417172588662,-0.009353113651755729,3536424000.0,2680388000.0,14713580000.0,21751.238,259.127,1.55,3.6,0.0,0.013,-0.02732
2020-02-28,8461.830078125,8461.830078125,8490.4697265625,8133.85009765625,8133.85009765625,5320020000,8737.351953125,9173.3390625,9282.16455078125,26.89099574965651,-110.07708169020225,31.166419842022787,-141.24350153222503,10056.557087206966,8507.772014355534,9282.16455078125,-0.02966320959302102,-0.04925644318693301,0.004401835898169448,-0.026957020141131993,-0.03885599402320439,-0.01881417172588662,4050396000.0,2829120500.0,20033600000.0,21751.238,259.127,1.55,3.6,0.0290624999999999,0.151625,-0.22193125
2020-03-02,8877.98046875,8877.98046875,8879.3896484375,8446.5,8569.91015625,4249020000,8697.0220703125,9098.7791015625,9276.4880859375,42.81784190391184,-114.9867620102159,1.9357834715750506,-116.92254548179095,10061.44375685644,8491.53241501856,9276.4880859375,0.2461591578025217,0.002982237835898127,-0.04925644318693301,0.004401835898169448,-0.026957020141131993,-0.03885599402320439,4262482000.0,2906767000.0,24282620000.0,21751.238,259.127,1.55,3.6,0.0620222222222222,0.09073968253968251,-0.035700793650793705
2020-03-03,8594.490234375,8594.490234375,9000.4599609375,8516.580078125,8892.6796875,4336700000,8648.94609375,8995.24814453125,9249.90107421875,36.917658120685886,-140.13759278646285,-26.47889178003253,-113.65870100643032,10090.345130953972,8409.457017483526,9249.90107421875,0.11008062666910345,0.04917971488234052,0.002982237835898127,-0.04925644318693301,0.004401835898169448,-0.026957020141131993,4410718000.0,3002236000.0,19945920000.0,21751.238,259.127,1.55,3.6,0.1422,0.0538,0.1248
2020-03-04,8949.2802734375,8949.2802734375,8952.1103515625,8669.759765625,8745.6396484375,3634760000,8664.0501953125,8918.303125,9230.662109375,46.79828302143259,-129.94331073111243,-47.17177557024851,-82.77153516086392,10080.55770264264,8380.76651610736,9230.662109375,0.3344609395751448,-0.03193183803150612,0.04917971488234052,0.002982237835898127,-0.04925644318693301,0.004401835898169448,4420080000.0,3061607000.0,23580680000.0,21751.238,259.127,1.55,3.6,0.312,0.0139,0.48832
2020-03-05,8671.66015625,8671.66015625,8864.1904296875,8613.91015625,8713.1904296875,3763860000,8711.0482421875,8822.6861328125,9195.87109375,41.341607133928555,-142.62183629551328,-66.26178771530147,-76.36004858021181,10078.521121812733,8313.221065687267,9195.87109375,0.20304711899768824,0.041281103286785026,-0.03193183803150612,0.04917971488234052,0.002982237835898127,-0.04925644318693301,4260872000.0,3126288000.0,19816820000.0,21751.238,259.127,1.55,3.6,0.0445,0.2226999999999999,-0.33326
2020-03-06,8530.33984375,8530.33984375,8571.8798828125,8319.900390625,8395.9501953125,4292730000,8724.7501953125,8731.05107421875,9150.09208984375,38.85781657384348,-162.20324921582142,-85.45008001540546,-76.75316920041595,10072.226989952456,8227.957189735045,9150.09208984375,0.16395792740265472,-0.03102150214375432,0.041281103286785026,-0.03193183803150612,0.04917971488234052,0.002982237835898127,4055414000.0,3225231500.0,15524090000.0,21751.238,259.127,1.55,3.6,0.09125,0.1506666666666666,-0.099075
2020-03-09,7948.02978515625,7948.02978515625,8241.76953125,7912.14013671875,7912.14013671875,4554110000,8538.76005859375,8617.891064453124,9077.438598632812,30.678810664062468,-222.148426414813,-112.78974929528698,-109.35867711952602,10135.28736807304,8019.589829192584,9077.438598632812,-0.033823381046328996,-0.016296800145949586,-0.03102150214375432,0.041281103286785026,-0.03193183803150612,0.04917971488234052,4116432000.0,3340751000.0,10969980000.0,21751.238,259.25,1.58,3.5,0.04077777777777777,0.15508888888888883,-0.18865444444444437
2020-03-10,8372.26953125,8372.26953125,8376.4404296875,7942.1298828125,8213.9697265625,4447260000,8494.31591796875,8571.631005859375,9020.210083007812,40.50420803302364,-232.73992821948195,-136.77978508012598,-95.96014313935598,10101.549115450523,7938.8710505651015,9020.210083007812,0.20039898111597104,-0.06826340676454956,-0.016296800145949586,-0.03102150214375432,0.041281103286785026,-0.03193183803150612,4138544000.0,3453738000.0,15417240000.0,21751.238,259.25,1.58,3.5,0.015,0.192,-0.32152
2020-03-11,8006.1201171875,8006.1201171875,8224.73046875,7900.990234375,8166.259765625,4302610000,8305.68388671875,8484.867041015625,8944.623071289063,35.78934058509289,-267.5943067868775,-162.94268942147627,-104.65161736540122,10089.00079066075,7800.245351917376,8944.623071289063,0.08995053022491482,0.053376718200787376,-0.06826340676454956,-0.016296800145949586,-0.03102150214375432,0.041281103286785026,4272114000.0,3546365000.0,11114630000.0,21751.238,259.25,1.58,3.5,0.0525,0.0562,-0.00297
2020-03-12,7263.64990234375,7263.64990234375,7808.31005859375,7255.6201171875,7452.759765625,5099350000,8024.0818359375,8367.5650390625,8827.145556640626,28.535603897144682,-351.0807537797882,-200.57030229313867,-150.51045148664954,10150.876951465216,7503.414161816035,8827.145556640626,-0.09056378824650306,-0.04373359131545218,0.053376718200787376,-0.06826340676454956,-0.016296800145949586,-0.03102150214375432,4539212000.0,3683007000.0,6015280000.0,21751.238,259.25,1.58,3.5,0.0,0.2307,-0.43743
2020-03-13,7995.259765625,7995.259765625,7998.509765625,7301.8798828125,7683.0400390625,4701070000,7917.0658203125,8320.9080078125,8747.12353515625,41.18527802039991,-354.1274026004612,-231.28172235460318,-122.84568024585803,10068.729024904544,7425.518045407956,8747.12353515625,0.21554908958707253,-0.09273783105624644,-0.04373359131545218,0.053376718200787376,-0.06826340676454956,-0.016296800145949586,4620880000.0,3805317000.0,10716350000.0,21751.238,259.25,1.58,3.5,0.0196,0.0858,-0.0849399999999999
2020-03-16,7020.3798828125,7020.3798828125,7563.4501953125,6993.60986328125,7502.259765625,4618120000,7731.53583984375,8135.14794921875,8616.963525390625,32.842938567899125,-430.24693403645324,-271.0747646909732,-159.17216934548003,10080.282038862755,7153.645011918496,8616.963525390625,-0.04553524331137827,0.10072207128886856,-0.09273783105624644,-0.04373359131545218,0.053376718200787376,-0.06826340676454956,4633682000.0,3924887000.0,6098230000.0,21751.238,259.25,1.58,3.5,0.028299999999999995,0.12043333333333334,-0.16651000000000002
2020-03-17,7473.9501953125,7473.9501953125,7550.1298828125,6959.14990234375,7198.52978515625,4920210000,7551.87197265625,8023.0939453125,8509.171044921875,39.030721974364475,-448.7993974517003,-306.61969124311867,-142.17970620858165,9975.956851302475,7042.385238541275,8509.171044921875,0.1471124668966299,-0.121932233772306,0.10072207128886856,-0.09273783105624644,-0.04373359131545218,0.053376718200787376,4728272000.0,4056926500.0,11018440000.0,21751.238,259.25,1.58,3.5,0.1169,0.0852,0.10452
2020-03-18,7175.18017578125,7175.18017578125,7336.8798828125,6837.52978515625,7023.85986328125,4935000000,7385.683984375,7845.683935546875,8381.993530273438,36.63613742383213,-482.05378604503767,-341.7065102035025,-140.34727584153518,9848.277992736232,6915.709067810643,8381.993530273438,0.08847911664248115,0.06460765942459101,-0.121932233772306,0.10072207128886856,-0.09273783105624644,-0.04373359131545218,4854750000.0,4180133500.0,6083440000.0,21751.238,259.25,1.58,3.5,0.0562,0.04,0.00667
2020-03-19,7288.52001953125,7288.52001953125,7514.14013671875,7037.47021484375,7190.2099609375,4778490000,7390.6580078125,7707.369921875,8265.02802734375,38.185469262057374,-493.5729487059707,-372.07979790399617,-121.49315080197454,9685.362319373866,6844.693735313633,8265.02802734375,0.15624007908139925,-0.039974847533588376,0.06460765942459101,-0.121932233772306,0.10072207128886856,-0.09273783105624644,4790578000.0,4281771500.0,10861930000.0,21751.238,259.25,1.58,3.5,0.0783,0.0919,-0.0457799999999999
2020-03-20,6994.2900390625,6994.2900390625,7487.830078125,6969.77001953125,7391.22021484375,5260300000,7190.4640625,7553.76494140625,8142.4080078125,35.74219079408208,-520.4445082218044,-401.75273996755783,-118.6917682542466,9556.63241852082,6728.183597104181,8142.4080078125,0.09408211311564006,0.015796097237050777,-0.039974847533588376,0.06460765942459101,-0.121932233772306,0.10072207128886856,4902424000.0,4407278500.0,5601630000.0,21751.238,259.25,1.58,3.5,0.0225,0.0268,0.01979
